Store,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,isTypeA,isTypeB,isTypeC,isTypeD,isAssortmentBasic,isAssortmentExtra,isAssortmentExtended,PromoIntervalList,TimesPromo2RenewedEachYear
551,2190.0,9.0,2013.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
552,4260.0,7.0,2008.0,1,37.0,2009.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
553,3040.0,9.0,2002.0,1,13.0,2010.0,0,0,1,0,1,0,0,"[1, 4, 7, 10]",4
554,1200.0,0.0,0.0,0,0.0,0.0,0,0,1,0,0,0,1,0,0
555,1560.0,1.0,2014.0,1,10.0,2013.0,0,0,0,1,1,0,0,"[3, 6, 9, 12]",4
556,1140.0,11.0,2014.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
557,250.0,0.0,0.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
558,3000.0,2.0,2010.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
559,3910.0,11.0,2006.0,1,5.0,2013.0,0,0,0,1,1,0,0,"[2, 5, 8, 11]",4
560,1910.0,7.0,2013.0,0,0.0,0.0,0,0,1,0,0,0,1,0,0
561,14300.0,0.0,0.0,0,0.0,0.0,0,0,0,1,1,0,0,0,0
562,1210.0,0.0,0.0,0,0.0,0.0,0,1,0,0,0,0,1,0,0
563,700.0,3.0,2015.0,1,10.0,2014.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
564,6540.0,0.0,0.0,1,14.0,2013.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
565,160.0,7.0,2007.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
566,3620.0,0.0,0.0,1,40.0,2013.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
567,1010.0,9.0,2012.0,1,18.0,2011.0,0,0,1,0,1,0,0,"[2, 5, 8, 11]",4
568,4270.0,0.0,0.0,1,1.0,2013.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
569,1340.0,9.0,2006.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
570,180.0,11.0,2006.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
571,2110.0,11.0,1995.0,1,40.0,2014.0,0,0,0,1,1,0,0,"[1, 4, 7, 10]",4
572,9230.0,4.0,2004.0,1,37.0,2009.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
573,1190.0,11.0,2012.0,1,36.0,2013.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
574,4400.0,0.0,0.0,0,0.0,0.0,0,0,0,1,1,0,0,0,0
575,960.0,5.0,2008.0,1,13.0,2010.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
576,50.0,11.0,2006.0,0,0.0,0.0,0,0,1,0,1,0,0,0,0
577,2270.0,0.0,0.0,1,35.0,2012.0,1,0,0,0,0,0,1,"[3, 6, 9, 12]",4
578,12700.0,4.0,2013.0,0,0.0,0.0,0,0,0,1,1,0,0,0,0
579,20970.0,11.0,2012.0,0,0.0,0.0,0,0,1,0,1,0,0,0,0
580,170.0,2.0,2009.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
581,7250.0,12.0,2013.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
582,120.0,0.0,0.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
583,2640.0,11.0,2002.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
584,1360.0,0.0,0.0,1,35.0,2010.0,0,0,0,1,1,0,0,"[3, 6, 9, 12]",4
585,440.0,4.0,2014.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
586,250.0,10.0,2008.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
587,330.0,9.0,2006.0,1,14.0,2011.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
588,15720.0,3.0,2010.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
589,360.0,0.0,0.0,1,18.0,2013.0,1,0,0,0,0,0,1,"[2, 5, 8, 11]",4
590,4520.0,9.0,2010.0,1,31.0,2013.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
591,3340.0,0.0,0.0,1,22.0,2012.0,1,0,0,0,0,0,1,"[3, 6, 9, 12]",4
592,2540.0,6.0,2005.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
593,33060.0,3.0,2010.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
594,1790.0,10.0,2011.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
595,1130.0,6.0,2015.0,0,0.0,0.0,0,0,1,0,0,0,1,0,0
596,290.0,9.0,2006.0,0,0.0,0.0,0,0,1,0,1,0,0,0,0
597,150.0,9.0,2008.0,1,1.0,2012.0,1,0,0,0,1,0,0,"[3, 6, 9, 12]",4
598,550.0,12.0,2013.0,1,40.0,2014.0,0,0,1,0,1,0,0,"[1, 4, 7, 10]",4
599,580.0,11.0,2014.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
600,17340.0,6.0,2010.0,1,9.0,2011.0,0,0,0,1,0,0,1,"[2, 5, 8, 11]",4
601,8220.0,4.0,2014.0,1,14.0,2011.0,0,0,0,1,1,0,0,"[1, 4, 7, 10]",4
602,2710.0,7.0,2001.0,1,22.0,2012.0,1,0,0,0,1,0,0,"[3, 6, 9, 12]",4
603,340.0,4.0,2007.0,1,13.0,2010.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
604,10950.0,3.0,2014.0,0,0.0,0.0,0,0,0,1,1,0,0,0,0
605,10310.0,4.0,2003.0,1,37.0,2009.0,0,0,0,1,1,0,0,"[1, 4, 7, 10]",4
606,2260.0,11.0,2007.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
607,350.0,8.0,1999.0,1,14.0,2011.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
608,18370.0,2.0,2013.0,1,14.0,2011.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
609,2070.0,9.0,2007.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
610,660.0,1.0,2007.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
611,8080.0,12.0,2002.0,1,40.0,2014.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
612,2490.0,11.0,2012.0,1,31.0,2009.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
613,250.0,6.0,2007.0,1,14.0,2011.0,0,0,1,0,1,0,0,"[1, 4, 7, 10]",4
614,1160.0,12.0,2012.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
615,730.0,8.0,2007.0,0,0.0,0.0,0,0,0,1,1,0,0,0,0
616,3040.0,8.0,2011.0,1,35.0,2010.0,1,0,0,0,0,0,1,"[3, 6, 9, 12]",4
617,8940.0,0.0,0.0,1,9.0,2011.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
618,9910.0,0.0,0.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
619,1600.0,6.0,2006.0,1,45.0,2009.0,1,0,0,0,1,0,0,"[2, 5, 8, 11]",4
620,5440.0,0.0,0.0,1,40.0,2014.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
621,30.0,7.0,2002.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
622,0.0,0.0,0.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
623,4080.0,3.0,2011.0,1,13.0,2010.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
624,6920.0,9.0,2011.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
625,1170.0,4.0,2011.0,1,22.0,2012.0,1,0,0,0,1,0,0,"[2, 5, 8, 11]",4
626,10740.0,11.0,2013.0,0,0.0,0.0,0,0,1,0,0,0,1,0,0
627,3970.0,3.0,2010.0,0,0.0,0.0,0,0,1,0,0,0,1,0,0
628,2180.0,0.0,0.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
629,510.0,7.0,2014.0,1,23.0,2015.0,0,0,0,1,1,0,0,"[3, 6, 9, 12]",4
630,1690.0,4.0,2015.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
631,2870.0,0.0,0.0,1,35.0,2012.0,0,0,0,1,0,0,1,"[3, 6, 9, 12]",4
632,3350.0,2.0,2010.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
633,11640.0,4.0,2005.0,1,22.0,2011.0,0,0,0,1,1,0,0,"[1, 4, 7, 10]",4
634,18610.0,0.0,0.0,0,0.0,0.0,0,0,0,1,1,0,0,0,0
635,27530.0,4.0,2014.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
636,720.0,10.0,2004.0,1,13.0,2010.0,0,0,1,0,1,0,0,"[1, 4, 7, 10]",4
637,9790.0,0.0,0.0,1,31.0,2009.0,0,0,0,1,0,0,1,"[2, 5, 8, 11]",4
638,10170.0,11.0,2001.0,0,0.0,0.0,0,0,0,1,1,0,0,0,0
639,7780.0,11.0,2006.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
640,8040.0,0.0,0.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
641,610.0,12.0,2003.0,1,36.0,2013.0,1,0,0,0,0,0,1,"[3, 6, 9, 12]",4
642,530.0,4.0,2005.0,1,35.0,2010.0,0,0,1,0,0,0,1,"[3, 6, 9, 12]",4
643,230.0,6.0,2010.0,1,18.0,2010.0,1,0,0,0,1,0,0,"[2, 5, 8, 11]",4
644,4030.0,12.0,2004.0,1,14.0,2011.0,0,0,1,0,1,0,0,"[1, 4, 7, 10]",4
645,90.0,0.0,0.0,1,45.0,2009.0,1,0,0,0,1,0,0,"[2, 5, 8, 11]",4
646,620.0,9.0,2014.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
647,7420.0,4.0,2013.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
648,2130.0,12.0,2008.0,0,0.0,0.0,0,0,0,1,1,0,0,0,0
649,14570.0,11.0,2002.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
650,1420.0,10.0,2012.0,1,40.0,2014.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
651,200.0,0.0,0.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
652,20390.0,0.0,0.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
653,7520.0,7.0,2014.0,1,45.0,2009.0,0,0,0,1,0,0,1,"[2, 5, 8, 11]",4
654,6930.0,9.0,2006.0,0,0.0,0.0,0,0,1,0,1,0,0,0,0
655,960.0,11.0,2012.0,1,5.0,2013.0,0,0,0,1,0,0,1,"[2, 5, 8, 11]",4
656,410.0,4.0,2009.0,1,13.0,2010.0,0,0,0,1,1,0,0,"[1, 4, 7, 10]",4
657,80.0,1.0,2006.0,1,10.0,2014.0,0,0,1,0,0,0,1,"[1, 4, 7, 10]",4
658,520.0,0.0,0.0,1,37.0,2009.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
659,1590.0,3.0,2012.0,0,0.0,0.0,0,0,0,1,1,0,0,0,0
660,1200.0,11.0,2006.0,1,40.0,2014.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
661,2140.0,7.0,2013.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
662,1070.0,0.0,0.0,0,0.0,0.0,0,0,0,1,1,0,0,0,0
663,7860.0,5.0,2005.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
664,1680.0,10.0,2005.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
665,90.0,12.0,2012.0,1,14.0,2011.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
666,2700.0,0.0,0.0,1,9.0,2011.0,0,0,1,0,0,0,1,"[3, 6, 9, 12]",4
667,2870.0,9.0,2012.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
668,1270.0,9.0,2010.0,0,0.0,0.0,0,0,1,0,1,0,0,0,0
669,17080.0,7.0,2012.0,1,31.0,2013.0,0,0,0,1,1,0,0,"[1, 4, 7, 10]",4
670,2060.0,0.0,0.0,1,45.0,2009.0,1,0,0,0,1,0,0,"[2, 5, 8, 11]",4
671,2070.0,2.0,2008.0,1,39.0,2010.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
672,240.0,9.0,2002.0,0,0.0,0.0,0,0,1,0,1,0,0,0,0
673,15170.0,0.0,0.0,1,5.0,2013.0,0,0,0,1,0,0,1,"[2, 5, 8, 11]",4
674,2640.0,12.0,2005.0,1,31.0,2013.0,1,0,0,0,1,0,0,"[2, 5, 8, 11]",4
675,2100.0,8.0,2013.0,1,14.0,2011.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
676,1410.0,9.0,2008.0,0,0.0,0.0,0,1,0,0,0,1,0,0,0
677,1740.0,6.0,2014.0,1,45.0,2009.0,0,0,0,1,1,0,0,"[2, 5, 8, 11]",4
678,3250.0,0.0,0.0,1,40.0,2011.0,0,0,1,0,1,0,0,"[1, 4, 7, 10]",4
679,4140.0,9.0,2012.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
680,170.0,0.0,0.0,1,35.0,2012.0,0,0,1,0,1,0,0,"[3, 6, 9, 12]",4
681,620.0,0.0,0.0,1,1.0,2014.0,1,0,0,0,0,0,1,"[3, 6, 9, 12]",4
682,150.0,9.0,2006.0,0,0.0,0.0,0,1,0,0,1,0,0,0,0
683,2850.0,7.0,2014.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
684,680.0,0.0,0.0,1,22.0,2012.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
685,650.0,11.0,2013.0,1,37.0,2009.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
686,20050.0,4.0,2002.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
687,2770.0,0.0,0.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
688,18760.0,8.0,2015.0,1,14.0,2011.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
689,15040.0,10.0,2004.0,0,0.0,0.0,0,0,0,1,1,0,0,0,0
690,100.0,0.0,0.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
691,3030.0,0.0,0.0,1,37.0,2009.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
692,40.0,8.0,2001.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
693,450.0,0.0,0.0,1,40.0,2011.0,0,0,0,1,1,0,0,"[1, 4, 7, 10]",4
694,460.0,11.0,2012.0,1,40.0,2014.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
695,550.0,7.0,2011.0,1,1.0,2012.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
696,430.0,0.0,0.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
697,3780.0,0.0,0.0,1,40.0,2011.0,0,0,0,1,1,0,0,"[1, 4, 7, 10]",4
698,1790.0,5.0,2011.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
699,180.0,0.0,0.0,1,5.0,2013.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
700,830.0,0.0,0.0,1,27.0,2013.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
701,1450.0,3.0,2012.0,1,14.0,2011.0,0,0,0,1,1,0,0,"[1, 4, 7, 10]",4
702,8550.0,9.0,2001.0,1,45.0,2009.0,1,0,0,0,1,0,0,"[2, 5, 8, 11]",4
703,80.0,6.0,2005.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
704,1910.0,4.0,2009.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
705,4140.0,9.0,2012.0,1,18.0,2011.0,1,0,0,0,1,0,0,"[2, 5, 8, 11]",4
706,7830.0,9.0,2014.0,1,10.0,2014.0,0,0,0,1,1,0,0,"[3, 6, 9, 12]",4
707,2900.0,7.0,1990.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
708,11470.0,10.0,2009.0,1,18.0,2014.0,0,0,1,0,0,0,1,"[1, 4, 7, 10]",4
709,500.0,12.0,2010.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
710,1500.0,9.0,2008.0,1,14.0,2011.0,0,0,0,1,1,0,0,"[1, 4, 7, 10]",4
711,17110.0,3.0,2007.0,1,5.0,2010.0,0,0,0,1,1,0,0,"[1, 4, 7, 10]",4
712,4870.0,9.0,2007.0,1,45.0,2009.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
713,220.0,0.0,0.0,1,10.0,2014.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
714,12070.0,10.0,2005.0,1,10.0,2013.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
715,14810.0,6.0,2014.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
716,3200.0,1.0,2008.0,1,22.0,2011.0,0,0,0,1,1,0,0,"[1, 4, 7, 10]",4
717,310.0,0.0,0.0,1,40.0,2011.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
718,1100.0,6.0,2015.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
719,8190.0,0.0,0.0,1,45.0,2009.0,0,0,1,0,0,0,1,"[2, 5, 8, 11]",4
720,15320.0,3.0,2011.0,1,14.0,2013.0,1,0,0,0,0,0,1,"[2, 5, 8, 11]",4
721,3590.0,9.0,2012.0,1,22.0,2012.0,1,0,0,0,0,0,1,"[3, 6, 9, 12]",4
722,50.0,0.0,0.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
723,5650.0,9.0,2008.0,1,5.0,2013.0,0,0,0,1,0,0,1,"[2, 5, 8, 11]",4
724,5900.0,0.0,0.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
725,17540.0,6.0,2012.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
726,40540.0,2.0,2002.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
727,2050.0,3.0,2007.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
728,13990.0,0.0,0.0,1,14.0,2011.0,0,0,0,1,1,0,0,"[1, 4, 7, 10]",4
729,8980.0,6.0,2011.0,0,0.0,0.0,0,0,1,0,0,0,1,0,0
730,1190.0,9.0,2013.0,0,0.0,0.0,0,0,1,0,1,0,0,0,0
731,15270.0,0.0,0.0,1,10.0,2014.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
732,35280.0,0.0,0.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
733,860.0,10.0,1999.0,0,0.0,0.0,0,1,0,0,0,1,0,0,0
734,220.0,0.0,0.0,1,36.0,2013.0,1,0,0,0,1,0,0,"[3, 6, 9, 12]",4
735,1920.0,4.0,2005.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
736,1650.0,0.0,0.0,1,14.0,2011.0,0,0,1,0,0,0,1,"[1, 4, 7, 10]",4
737,100.0,5.0,2007.0,1,31.0,2013.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
738,5980.0,10.0,2005.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
739,2770.0,6.0,2008.0,1,22.0,2011.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
740,6400.0,3.0,2014.0,0,0.0,0.0,0,0,0,1,1,0,0,0,0
741,11900.0,0.0,0.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
742,4380.0,0.0,0.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
743,6710.0,11.0,2003.0,1,14.0,2012.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
744,1370.0,12.0,2011.0,1,40.0,2014.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
745,17650.0,11.0,2013.0,1,37.0,2009.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
746,4330.0,2.0,2011.0,1,35.0,2011.0,0,0,0,1,0,0,1,"[3, 6, 9, 12]",4
747,45740.0,8.0,2008.0,0,0.0,0.0,0,0,1,0,0,0,1,0,0
748,2380.0,3.0,2010.0,1,14.0,2011.0,0,0,0,1,1,0,0,"[1, 4, 7, 10]",4
749,3410.0,8.0,2011.0,1,14.0,2015.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
750,8670.0,2.0,2002.0,1,14.0,2011.0,0,0,0,1,1,0,0,"[1, 4, 7, 10]",4
751,650.0,10.0,2006.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
752,970.0,3.0,2013.0,1,31.0,2013.0,1,0,0,0,1,0,0,"[2, 5, 8, 11]",4
753,540.0,11.0,2012.0,1,35.0,2010.0,0,0,0,1,0,0,1,"[3, 6, 9, 12]",4
754,380.0,5.0,2008.0,1,10.0,2014.0,0,0,1,0,0,0,1,"[3, 6, 9, 12]",4
755,13130.0,12.0,2003.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
756,50.0,0.0,0.0,1,40.0,2011.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
757,3450.0,0.0,0.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
758,19780.0,6.0,2008.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
759,110.0,11.0,2012.0,1,31.0,2013.0,1,0,0,0,1,0,0,"[2, 5, 8, 11]",4
760,560.0,1.0,2011.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
761,2390.0,9.0,2012.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
762,1280.0,0.0,0.0,1,10.0,2013.0,0,0,0,1,0,0,1,"[3, 6, 9, 12]",4
763,32240.0,3.0,2010.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
764,26490.0,0.0,0.0,1,10.0,2014.0,1,0,0,0,0,0,1,"[3, 6, 9, 12]",4
765,25430.0,5.0,1999.0,1,37.0,2009.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
766,9820.0,0.0,0.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
767,13080.0,0.0,0.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
768,2630.0,9.0,2012.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
769,840.0,0.0,0.0,1,48.0,2012.0,0,1,0,0,0,1,0,"[1, 4, 7, 10]",4
770,100.0,4.0,2015.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
771,20640.0,9.0,2007.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
772,1850.0,0.0,0.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
773,200.0,0.0,0.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
774,640.0,9.0,2013.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
775,6970.0,12.0,2005.0,1,22.0,2011.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
776,700.0,4.0,2009.0,1,14.0,2011.0,0,0,1,0,1,0,0,"[1, 4, 7, 10]",4
777,8250.0,10.0,2004.0,1,10.0,2013.0,0,0,0,1,0,0,1,"[3, 6, 9, 12]",4
778,340.0,6.0,2003.0,1,40.0,2014.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
779,16990.0,4.0,2004.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
780,18160.0,0.0,0.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
781,630.0,4.0,2007.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
782,5390.0,8.0,2003.0,1,1.0,2012.0,0,0,1,0,0,0,1,"[1, 4, 7, 10]",4
783,15490.0,0.0,0.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
784,560.0,10.0,2014.0,1,10.0,2014.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
785,970.0,7.0,2005.0,1,31.0,2013.0,0,0,0,1,0,0,1,"[2, 5, 8, 11]",4
786,290.0,11.0,2006.0,1,5.0,2013.0,1,0,0,0,1,0,0,"[2, 5, 8, 11]",4
787,3210.0,6.0,2009.0,0,0.0,0.0,0,0,1,0,0,0,1,0,0
788,1530.0,3.0,2013.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
789,9770.0,7.0,2003.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
790,9070.0,12.0,2003.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
791,5950.0,4.0,2007.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
792,17280.0,10.0,2009.0,1,18.0,2011.0,0,0,0,1,1,0,0,"[2, 5, 8, 11]",4
793,2710.0,7.0,2006.0,0,0.0,0.0,0,0,0,1,1,0,0,0,0
794,5090.0,9.0,2006.0,0,0.0,0.0,0,0,1,0,0,0,1,0,0
795,510.0,0.0,0.0,1,35.0,2010.0,0,0,0,1,1,0,0,"[3, 6, 9, 12]",4
796,7180.0,11.0,2012.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
797,2090.0,10.0,2012.0,1,40.0,2014.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
798,9560.0,4.0,2001.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
799,2700.0,0.0,0.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
800,2020.0,7.0,2014.0,0,0.0,0.0,0,0,0,1,1,0,0,0,0
801,48330.0,4.0,2013.0,0,0.0,0.0,0,0,0,1,1,0,0,0,0
802,910.0,0.0,0.0,1,22.0,2011.0,1,0,0,0,0,0,1,"[2, 5, 8, 11]",4
803,1760.0,0.0,0.0,1,10.0,2014.0,0,0,0,1,1,0,0,"[3, 6, 9, 12]",4
804,2100.0,0.0,0.0,1,1.0,2013.0,0,0,1,0,0,0,1,"[1, 4, 7, 10]",4
805,24770.0,10.0,2011.0,1,10.0,2014.0,0,0,0,1,1,0,0,"[3, 6, 9, 12]",4
806,260.0,0.0,0.0,1,44.0,2010.0,0,0,0,1,1,0,0,"[2, 5, 8, 11]",4
807,3870.0,4.0,2008.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
808,18620.0,0.0,0.0,1,31.0,2009.0,1,0,0,0,1,0,0,"[2, 5, 8, 11]",4
809,12770.0,10.0,2000.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
810,9640.0,11.0,2013.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
811,410.0,9.0,2012.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
812,2590.0,9.0,2012.0,0,0.0,0.0,0,0,0,1,1,0,0,0,0
813,1560.0,9.0,2003.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
814,24530.0,7.0,2013.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
815,590.0,1.0,1900.0,1,40.0,2014.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
816,460.0,0.0,0.0,0,0.0,0.0,0,0,1,0,0,0,1,0,0
817,140.0,3.0,2006.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
818,490.0,0.0,0.0,1,35.0,2010.0,0,0,0,1,1,0,0,"[3, 6, 9, 12]",4
819,720.0,10.0,2014.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
820,1650.0,0.0,0.0,1,40.0,2014.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
821,1700.0,9.0,2009.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
822,410.0,11.0,2010.0,1,48.0,2010.0,1,0,0,0,0,0,1,"[3, 6, 9, 12]",4
823,16210.0,11.0,2010.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
824,17570.0,0.0,0.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
825,380.0,5.0,2011.0,1,40.0,2014.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
826,7980.0,6.0,2005.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
827,250.0,1.0,2005.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
828,3290.0,12.0,2014.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
